Session,Frame,LeftPlayerME,LeftID,RightPlayerME,RightID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S04,1,16183,P010,49,P011,0.7318650506512301,0.0041652484683457796,7.082485144876446,-0.3842182063731845
S04,2,621,P010,31,P011,0.0280842981186685,0.00795183798502381,-0.1195005717559297,-0.3925484815884128
S04,3,2081,P010,14,P011,0.0941117945007235,0.01960517358747444,0.5561773068125876,-0.4004159637361284
S04,4,2656,P010,8,P011,0.1201157742402315,0.00122106875425457,0.8222833206323805,-0.4031927221412045
S04,5,3520,P010,94,P011,0.1591895803183791,0.012776548672566359,1.2221365309633387,-0.3633925183351137
S04,6,4327,P010,75,P011,0.1956856005788712,0.018992511912865877,1.595610536446074,-0.3721855866178548
S04,7,3446,P010,198,P011,0.1558429811866859,0.01823519400953027,1.1878898439674002,-0.3152620393137947
S04,8,2772,P010,308,P011,0.1253617945007235,0.019724302246426118,0.8759673164638517,-0.2643548018873995
S04,9,1506,P010,540,P011,0.0681078147612156,0.00062968005445881,0.2900712929927949,-0.1569868102244571
S04,10,1832,P010,601,P011,0.0828509406657018,0.02362576582709323,0.4409418330019296,-0.1287564331061834
S04,11,2863,P010,697,P011,0.1294772069464544,0.0009019741320626187,0.918081485607506,-0.0843282986249658
S04,12,2854,P010,909,P011,0.1290701881331403,0.01578880190605853,0.9139163479998916,0.013783831687723
S04,13,1687,P010,977,P011,0.0762934153400868,0.026935840707964585,0.3738368382125905,0.0452537602785854
S04,14,1063,P010,897,P011,0.0480734442836468,0.0003786589516678,0.0850539640846762,0.0082303148775708
S04,15,1361,P010,609,P011,0.0615502894356005,0.05800289312457452,0.2229662982034558,-0.1250540885660819
S04,16,900,P010,402,P011,0.0407018813314037,0.03290503744043566,0.0096186940801088,-0.2208522535412073
S04,17,253,P010,253,P011,0.0114417510853835,0.00021698434309053,-0.2898084206005972,-0.2898084206005972
S04,18,185,P010,147,P011,0.0083664978292329,0.0027059223961878693,-0.3212783491914596,-0.3388644857569415
S04,19,62,P010,52,P011,0.0028039073806078,0.005667120490129319,-0.3782018964955196,-0.3828298271706465
S04,20,10,P010,1,P011,0.0004522431259044,0.0028718515997277,-0.4022671360061792,-0.4064322736137933
S04,21,67,P010,0,P011,0.00303002894356,0.01181075561606534,-0.3758879311579562,-0.406895066681306
S04,22,157,P010,0,P011,0.0071002170767004,0.01102365554799182,-0.3342365550818147,-0.406895066681306
S04,23,224,P010,0,P011,0.0101302460202604,0.0004935330156569,-0.303229419558465,-0.406895066681306
S04,24,309,P010,9,P011,0.0139743125904486,0.01307437031994553,-0.2638920088198869,-0.4027299290736919
S04,25,265,P010,76,P011,0.0119844428364688,0.06423587474472428,-0.284254903790445,-0.3717227935503421
S04,26,141,P010,54,P011,0.0063766280752532,0.03191371681415927,-0.3416412441620177,-0.3819042410356211
S04,27,32,P010,2,P011,0.0014471780028943,0.00650953029271612,-0.3920856885209001,-0.4059694805462806
S04,28,175,P010,1,P011,0.0079142547033285,0.02849302246426138,-0.3259062798665864,-0.4064322736137933
S04,29,356,P010,1,P011,0.0160998552821997,0.00485874744724301,-0.2421407346467908,-0.4064322736137933
S04,30,247,P010,6,P011,0.0111704052098408,0.0034972770592239396,-0.2925851790056732,-0.4041183082762299
S04,31,34,P010,19,P011,0.0015376266280752,0.01079390742001361,-0.3911601023858748,-0.398101998398565
S04,32,84,P010,11,P011,0.0037988422575976,0.00587134104833218,-0.3680204490102406,-0.4018043429386665
S04,33,112,P010,8,P011,0.0050651230101302,0.014950646698434298,-0.3550622431198855,-0.4031927221412045
S04,34,98,P010,0,P011,0.0044319826338639,0.054314159292035355,-0.361541346065063,-0.406895066681306
S04,35,60,P010,0,P011,0.0027134587554269,0.00490980258679372,-0.379127482630545,-0.406895066681306
S04,36,0,P010,0,P011,0.0,0.0016507828454731,-0.406895066681306,-0.406895066681306
S04,37,124,P010,0,P011,0.0056078147612156,0.005467154526889011,-0.3495087263097333,-0.406895066681306
S04,38,116,P010,4,P011,0.005246020260492,0.006696732471068739,-0.3532110708498348,-0.4050438944112552
S04,39,24,P010,20,P011,0.0010853835021707,0.04160568413886995,-0.3957880330610016,-0.3976392053310523
S04,40,0,P010,81,P011,0.0,0.05764550714771952,-0.406895066681306,-0.3694088282127786
S04,41,0,P010,101,P011,0.0,0.00302927161334238,-0.406895066681306,-0.360152966862525
S04,42,8,P010,63,P011,0.0003617945007235,0.01910738597685499,-0.4031927221412045,-0.377739103428007
S04,43,8,P010,0,P011,0.0003617945007235,0.005577773995915571,-0.4031927221412045,-0.406895066681306
S04,44,12,P010,0,P011,0.0005426917510853,0.044545609257998595,-0.4013415498711538,-0.406895066681306
S04,45,1,P010,59,P011,4.522431259044862e-05,0.0029654526889039898,-0.4064322736137933,-0.3795902756980577
S04,46,6,P010,72,P011,0.0002713458755426,0.02635296119809393,-0.4041183082762299,-0.3735739658203928
S04,47,68,P010,0,P011,0.0030752532561505,0.021515486725663703,-0.3754251380904435,-0.406895066681306
S04,48,165,P010,0,P011,0.007462011577424,0.031386147038801895,-0.3305342105417133,-0.406895066681306
S04,49,260,P010,0,P011,0.0117583212735166,0.0066924778761061786,-0.2865688691280084,-0.406895066681306
S04,50,295,P010,3,P011,0.0133411722141823,0.015997277059223942,-0.2703711117650644,-0.4055066874787679
S04,51,395,P010,0,P011,0.0178636034732272,0.0015699455411844697,-0.2240918050137961,-0.406895066681306
S04,52,327,P010,0,P011,0.0147883502170766,0.020881552076242337,-0.2555617336046586,-0.406895066681306
S04,53,290,P010,0,P011,0.0131150506512301,0.020217835262083032,-0.2726850771026279,-0.406895066681306
S04,54,232,P010,0,P011,0.010492040520984,0.0,-0.2995270750183635,-0.406895066681306
S04,55,180,P010,0,P011,0.0081403762662807,0.011891592920353949,-0.323592314529023,-0.406895066681306
S04,56,124,P010,7,P011,0.0056078147612156,0.00013614703880189,-0.3495087263097333,-0.4036555152087172
S04,57,19,P010,61,P011,0.0008592619392185,0.0084368618107556,-0.398101998398565,-0.3786646895630323
S04,58,1,P010,228,P011,4.522431259044862e-05,0.04058032675289311,-0.4064322736137933,-0.3013782472884142
S04,59,2,P010,382,P011,9.044862518089724e-05,0.03226259360108916,-0.4059694805462806,-0.230108114891461
S04,60,1,P010,241,P011,4.522431259044862e-05,0.011572498298162,-0.4064322736137933,-0.2953619374107493
S04,61,3,P010,60,P011,0.0001356729377713,0.0001361470388019,-0.4055066874787679,-0.379127482630545
S04,62,0,P010,12,P011,0.0,0.00436946902654867,-0.406895066681306,-0.4013415498711538
S04,63,0,P010,24,P011,0.0,0.022055820285908766,-0.406895066681306,-0.3957880330610016
S04,64,5,P010,12,P011,0.0002261215629522,0.00685415248468344,-0.4045811013437426,-0.4013415498711538
S04,65,8,P010,2,P011,0.0003617945007235,0.0011147038801905599,-0.4031927221412045,-0.4059694805462806
S04,66,2,P010,3,P011,9.044862518089724e-05,0.012172396187882881,-0.4059694805462806,-0.4055066874787679
S04,67,0,P010,0,P011,0.0,0.03999744724302244,-0.406895066681306,-0.406895066681306
S04,68,0,P010,0,P011,0.0,0.0008721919673246901,-0.406895066681306,-0.406895066681306
S04,69,0,P010,0,P011,0.0,0.04890656909462217,-0.406895066681306,-0.406895066681306
S04,70,0,P010,0,P011,0.0,0.022970558202859072,-0.406895066681306,-0.406895066681306
S04,71,11,P010,1,P011,0.0004974674384949,0.0067435330156569,-0.4018043429386665,-0.4064322736137933
S04,72,0,P010,0,P011,0.0,0.00022974812797820003,-0.406895066681306,-0.406895066681306
S04,73,0,P010,0,P011,0.0,0.009172906739278409,-0.406895066681306,-0.406895066681306
S04,74,0,P010,5,P011,0.0,0.07189414567733152,-0.406895066681306,-0.4045811013437426
S04,75,0,P010,4,P011,0.0,0.0024549012933968496,-0.406895066681306,-0.4050438944112552
S04,76,0,P010,0,P011,0.0,0.013627467665078257,-0.406895066681306,-0.406895066681306
S04,77,0,P010,0,P011,0.0,0.01932862491490808,-0.406895066681306,-0.406895066681306
S04,78,0,P010,0,P011,0.0,0.02154526889040162,-0.406895066681306,-0.406895066681306
S04,79,0,P010,0,P011,0.0,0.03894230769230768,-0.406895066681306,-0.406895066681306
S04,80,0,P010,0,P011,0.0,0.019941286589516678,-0.406895066681306,-0.406895066681306
S04,81,0,P010,0,P011,0.0,0.0196434649421375,-0.406895066681306,-0.406895066681306
S04,82,0,P010,0,P011,0.0,0.01163631722260038,-0.406895066681306,-0.406895066681306
S04,83,0,P010,0,P011,0.0,0.00122532334921715,-0.406895066681306,-0.406895066681306
S04,84,0,P010,0,P011,0.0,0.012559564329475812,-0.406895066681306,-0.406895066681306
S04,85,0,P010,0,P011,0.0,0.0007871000680735001,-0.406895066681306,-0.406895066681306
S04,86,0,P010,0,P011,0.0,0.01068328795098705,-0.406895066681306,-0.406895066681306
S04,87,0,P010,0,P011,0.0,0.00014465622872701,-0.406895066681306,-0.406895066681306
S04,88,0,P010,59,P011,0.0,0.015044247787610602,-0.406895066681306,-0.3795902756980577
S04,89,0,P010,20,P011,0.0,0.00042120490129338,-0.406895066681306,-0.3976392053310523
S04,90,3,P010,176,P011,0.0001356729377713,0.01173842750170182,-0.4055066874787679,-0.3254434867990737
S04,91,12,P010,428,P011,0.0005426917510853,0.01138529611980937,-0.4013415498711538,-0.2088196337858776
S04,92,5,P010,631,P011,0.0002261215629522,0.01026208304969365,-0.4045811013437426,-0.1148726410808029
S04,93,1,P010,895,P011,4.522431259044862e-05,0.0042077944179713805,-0.4064322736137933,0.0073047287425454
S04,94,0,P010,1112,P011,0.0,0.007109428182437011,-0.406895066681306,0.1077308243927976
S04,95,0,P010,1132,P011,0.0,0.0238810415248468,-0.406895066681306,0.1169866857430513
S04,96,0,P010,961,P011,0.0,0.003369639210347149,-0.406895066681306,0.0378490711983825
S04,97,0,P010,572,P011,0.0,0.00695200816882231,-0.406895066681306,-0.1421774320640512
S04,98,0,P010,144,P011,0.0,0.028901463580667093,-0.406895066681306,-0.3402528649594796
S04,99,0,P010,168,P011,0.0,0.029952348536419322,-0.406895066681306,-0.3291458313391752
S04,100,0,P010,271,P011,0.0,0.00861980939414567,-0.406895066681306,-0.2814781453853688
S04,101,11,P010,157,P011,0.0004974674384949,0.00774336283185838,-0.4018043429386665,-0.3342365550818147
S04,102,35,P010,83,P011,0.0015828509406657,0.02325987066031312,-0.3906973093183621,-0.3684832420777533
S04,103,37,P010,198,P011,0.0016732995658465,0.0040163376446562,-0.3897717231833367,-0.3152620393137947
S04,104,29,P010,186,P011,0.001311505065123,0.028173927842069412,-0.3934740677234382,-0.3208155561239469
S04,105,1,P010,78,P011,4.522431259044862e-05,0.013810415248468311,-0.4064322736137933,-0.3707972074153167
S04,106,2,P010,69,P011,9.044862518089724e-05,0.00194009530292714,-0.4059694805462806,-0.3749623450229308
S04,107,0,P010,154,P011,0.0,0.01381892443839344,-0.406895066681306,-0.3356249342843528
