Session,Frame,RightPlayerME,RightID,LeftPlayerME,LeftID,MinMaxLeftME,MinMaxRightME,ZscoreLeftME,ZscoreRightME
S17,1,0,P036,0,P037,0.0,0.0705788026878436,-0.428258792125635,-0.428258792125635
S17,2,162,P036,2446,P037,0.1867318115886709,0.07593158216249234,1.4050807457316394,-0.306835650207042
S17,3,153,P036,2054,P037,0.1568058630429804,0.1087736713500305,1.1112667233113402,-0.3135813803136305
S17,4,320,P036,1684,P037,0.1285594320177112,0.0106597434331093,0.833942263373813,-0.1884106105580439
S17,5,657,P036,1301,P037,0.099320558821284,0.04383781307269394,0.5468739710601025,0.0641795056553254
S17,6,962,P036,978,P037,0.0746621879532788,0.06065210751374463,0.3047772127903152,0.2927848037119356
S17,7,1263,P036,714,P037,0.054507977708222,0.024801466096518,0.1069024629970525,0.5183919994989511
S17,8,1378,P036,695,P037,0.0530574853042217,0.02319028711056808,0.0926614772164768,0.6045874397498041
S17,9,1472,P036,673,P037,0.0513779677838002,0.027359499083689665,0.0761719147337049,0.675042843085284
S17,10,1545,P036,742,P037,0.0566455454614856,0.015317654245571122,0.1278891788842168,0.7297582095053907
S17,11,1642,P036,673,P037,0.0513779677838002,0.03381948686621868,0.0761719147337049,0.8024621895430667
S17,12,1677,P036,528,P037,0.0403084204901137,0.05945326817348805,-0.0325092925391097,0.8286955844020221
S17,13,1756,P036,593,P037,0.0452706313459042,0.03620189370800242,0.0162098693418071,0.8879081042265211
S17,14,1919,P036,1017,P037,0.0776395144667531,0.016508857666463015,0.3340087099188654,1.0100807717125129
S17,15,2346,P036,2118,P037,0.1616917321932972,0.06424862553451434,1.1592363596248585,1.330128188991767
S17,16,2586,P036,2992,P037,0.2284143827773112,0.03291844838118507,1.8143217055313416,1.5100143251674605
S17,17,2853,P036,3673,P037,0.2804030842049011,0.0617593158216249,2.324748616929872,1.7101376516629194
S17,18,3213,P036,3948,P037,0.3013970532101687,0.04718998167379351,2.53086814796452,1.9799668559264596
S17,19,3459,P036,3602,P037,0.2749828231162684,0.03198686621869269,2.2715323016445623,2.1643501455065453
S17,20,3330,P036,3023,P037,0.2307809756469959,0.05054215027489306,1.8375569981207025,2.06766134731211
S17,21,3268,P036,2703,P037,0.2063516298954118,0.03278100183262063,1.597708816553111,2.021190762133389
S17,22,3084,P036,2645,P037,0.2019238109779372,0.01977703115455099,1.5542363336439853,1.8832780577320245
S17,23,2633,P036,2444,P037,0.1865791281777234,0.03154398289554061,1.403581694596842,1.5452420268352005
S17,24,1931,P036,2278,P037,0.1739064050690892,0.04951130116065972,1.279160450408654,1.0190750785212974
S17,25,1171,P036,2133,P037,0.1628368577754027,0.17495418448381184,1.1704792431358393,0.4494356472982686
S17,26,396,P036,1910,P037,0.1458126574547675,0.043494196701282795,1.0033350416059243,-0.131446667435741
S17,27,157,P036,1562,P037,0.1192457439499198,0.07034208918753816,0.7425001441511689,-0.3105832780440357
S17,28,193,P036,1347,P037,0.1028322772730742,0.03843158216249233,0.5813521471604437,-0.2836003576176816
S17,29,673,P036,1183,P037,0.0903122375753874,0.01845601710445935,0.4584299541070533,0.0761719147337049
S17,30,1257,P036,1189,P037,0.0907702878082296,0.0141875381795968,0.4629271075114456,0.5138948460945587
S17,31,1742,P036,1043,P037,0.0796243988090694,0.04925931582162489,0.3534963746712322,0.8774147462829389
S17,32,2160,P036,933,P037,0.0712268112069623,0.040111484422724476,0.2710485622573727,1.1907164334556049
S17,33,2549,P036,809,P037,0.0617604397282235,0.1167913866829566,0.1781073918999312,1.4822818791737078
S17,34,3099,P036,706,P037,0.0538972440644324,0.10100794135613925,0.1009062584578628,1.894520941243005
S17,35,3503,P036,761,P037,0.0580960378654859,0.06959376908979839,0.1421301646647925,2.197329270472089
S17,36,3623,P036,858,P037,0.0655011832964348,0.01889890042761147,0.2148341447024685,2.2872723385599354
S17,37,3676,P036,845,P037,0.0645087411252767,0.03377367135003052,0.2050903123262852,2.326997193632068
S17,38,3714,P036,875,P037,0.0667989922894877,0.010377214416615729,0.2275760793482468,2.3554791651932194
S17,39,3775,P036,723,P037,0.0551950530574853,0.03685858277336591,0.113648193103641,2.401200224804541
S17,40,3756,P036,743,P037,0.0567218871669593,0.04534972510690284,0.1286387044516155,2.3869592390239656
S17,41,3766,P036,784,P037,0.059851897091381,0.021861637141111757,0.1593692527149631,2.394454494697953
S17,42,3651,P036,648,P037,0.0494694251469577,0.03530085522296884,0.0574337755487369,2.3082590544471
S17,43,3288,P036,428,P037,0.0326742499427437,0.04758704948075744,-0.1074618492789819,2.036181273481364
S17,44,2995,P036,298,P037,0.0227498282311626,0.045884239462431246,-0.2049001730408158,1.816570282233538
S17,45,3153,P036,171,P037,0.0130544316360027,0.0022296884544899,-0.3000899201004535,1.934995321882536
S17,46,3214,P036,44,P037,0.0033590350408428,0.01511148442272448,-0.3952796671600913,1.9807163814938584
S17,47,3174,P036,0,P037,0.0,0.1197693952351863,-0.428258792125635,1.9507353587979093
S17,48,2919,P036,0,P037,0.0,0.06698228466707389,-0.428258792125635,1.759606339111235
S17,49,2538,P036,0,P037,0.0,0.05939981673793522,-0.428258792125635,1.4740370979323218
S17,50,2323,P036,0,P037,0.0,0.00030543677458764004,-0.428258792125635,1.3128891009415966
S17,51,1703,P036,0,P037,0.0,0.033727855833842364,-0.428258792125635,0.8481832491543888
S17,52,1280,P036,8,P037,0.0006107336437896,0.043142944410507,-0.4222625875864452,0.5311339341447293
S17,53,907,P036,185,P037,0.0141232155126345,0.03737018937080021,-0.2895965621568714,0.2515608975050059
S17,54,504,P036,686,P037,0.0523704099549584,0.03491905925473423,0.0859157471098883,-0.050497906156679
S17,55,288,P036,965,P037,0.0736697457821207,0.036133170433720205,0.2950333804141318,-0.212395428714803
S17,56,190,P036,146,P037,0.0111458889991602,0.016814294441050683,-0.3188280592854216,-0.2858489343198778
S17,57,293,P036,1176,P037,0.0897778456370715,0.033170433720219904,0.4531832751352622,-0.2086478008778094
S17,58,534,P036,1940,P037,0.1481029086189785,0.021288943188759898,1.025820808627886,-0.0280121391347174
S17,59,756,P036,2029,P037,0.1548973204061378,0.041653940134392164,1.0925285841263723,0.1383825368277989
S17,60,782,P036,1113,P037,0.0849683181922284,0.12960445937690895,0.4059631643891427,0.1578702015801656
S17,61,804,P036,296,P037,0.0225971448202152,0.039806047648136805,-0.2063992241756133,0.1743597640629375
S17,62,677,P036,186,P037,0.0141995572181082,0.05122174709835061,-0.2888470365894727,0.0791700170032998
S17,63,557,P036,476,P037,0.0363386518054813,0.08523213194868658,-0.0714846220438433,-0.0107730510845468
S17,64,501,P036,831,P037,0.0634399572486449,0.0954795357361026,0.194596954382703,-0.0527464828588752
S17,65,214,P036,747,P037,0.0570272539888541,0.09653329260843002,0.1316368067212104,-0.2678603207023085
S17,66,258,P036,305,P037,0.0232842201694785,0.04809865607819178,-0.1996534940690248,-0.2348811957367647
S17,67,1049,P036,99,P037,0.0075578288418963,0.05727703115455098,-0.3540557609531615,0.3579935280756245
S17,68,1667,P036,31,P037,0.0023665928696847,0.04751069028711054,-0.4050234995362746,0.8212003287280348
S17,69,2021,P036,37,P037,0.0028246431025269,0.04595296273671348,-0.4005263461318823,1.0865323795871824
S17,70,2011,P036,1,P037,7.634170547370028e-05,0.03330788026878432,-0.4275092665582363,1.0790371239131953
S17,71,1676,P036,0,P037,0.0,0.02324373854612093,-0.428258792125635,0.8279460588346232
S17,72,1084,P036,39,P037,0.0029773265134743,0.09479993891264507,-0.3990272949970849,0.3842269229345798
S17,73,567,P036,24,P037,0.0018322009313688,0.013171960904092821,-0.4102701785080657,-0.0032777954105595
S17,74,333,P036,54,P037,0.0041224520955798,0.08568265119120341,-0.387784411486104,-0.1786667781818605
S17,75,264,P036,52,P037,0.0039697686846324,0.031040012217470943,-0.3892834626209015,-0.2303840423323724
S17,76,413,P036,22,P037,0.0016795175204214,0.0185018326206475,-0.4117692296428631,-0.1187047327899628
S17,77,508,P036,3,P037,0.0002290251164211,0.021014050091631,-0.4260102154234388,-0.0474998038870841
S17,78,584,P036,0,P037,0.0,0.050824679291386655,-0.428258792125635,0.0094641392352186
S17,79,526,P036,0,P037,0.0,0.03564447159437993,-0.428258792125635,-0.0340083436739071
S17,80,330,P036,0,P037,0.0,0.07848961514966399,-0.428258792125635,-0.1809153548840567
S17,81,157,P036,0,P037,0.0,0.042203726328649944,-0.428258792125635,-0.3105832780440357
S17,82,84,P036,0,P037,0.0,0.02419059254734266,-0.428258792125635,-0.3652986444641424
S17,83,26,P036,0,P037,0.0,0.06312614538790468,-0.428258792125635,-0.4087711273732682
S17,84,2,P036,0,P037,0.0,0.0366676847892486,-0.428258792125635,-0.4267597409908376
S17,85,89,P036,0,P037,0.0,0.0470143555284056,-0.428258792125635,-0.3615510166271488
S17,86,600,P036,0,P037,0.0,0.04550244349419667,-0.428258792125635,0.0214565483135982
S17,87,1299,P036,0,P037,0.0,0.01628741600488696,-0.428258792125635,0.5453749199253051
S17,88,1550,P036,0,P037,0.0,0.04299022602321318,-0.428258792125635,0.7335058373423843
S17,89,1310,P036,1,P037,7.634170547370028e-05,0.05272602321319486,-0.4275092665582363,0.553619701166691
S17,90,672,P036,0,P037,0.0,0.02364844227244957,-0.428258792125635,0.0754223891663062
S17,91,470,P036,0,P037,0.0,0.06999083689676236,-0.428258792125635,-0.0759817754482356
S17,92,647,P036,0,P037,0.0,0.014027183872938281,-0.428258792125635,0.0566842499813381
S17,93,1079,P036,0,P037,0.0,0.10054215027489306,-0.428258792125635,0.3804792950975861
S17,94,1224,P036,0,P037,0.0,0.03707238851557725,-0.428258792125635,0.4891605023704009
S17,95,1152,P036,0,P037,0.0,0.01074373854612095,-0.428258792125635,0.4351946615176928
S17,96,919,P036,0,P037,0.0,0.052191508857666435,-0.428258792125635,0.2605552043137906
S17,97,582,P036,0,P037,0.0,0.02366371411117897,-0.428258792125635,0.0079650881004212
S17,98,430,P036,0,P037,0.0,0.026870800244349402,-0.428258792125635,-0.1059627981441845
S17,99,882,P036,0,P037,0.0,0.024190592547342647,-0.428258792125635,0.2328227583200379
S17,100,1258,P036,100,P037,0.00763417054737,0.03934025656689061,-0.3533062353857628,0.5146443716619574
S17,101,1300,P036,760,P037,0.0580196961600122,0.01959376908979838,0.1413806390973938,0.5461244454927038
S17,102,979,P036,1895,P037,0.144667531872662,0.02280849114233352,0.9920921580949434,0.3055267383577139
S17,103,519,P036,1503,P037,0.1147415833269715,0.04090562003665239,0.6982781356746444,-0.0392550226456982
S17,104,253,P036,177,P037,0.0135124818688449,0.03995113011606597,-0.2955927666960612,-0.2386288235737583
S17,105,180,P036,122,P037,0.0093136880677914,0.06709682345754427,-0.3368166729029909,-0.2933441899938651
S17,106,153,P036,667,P037,0.050919917550958,0.015951435552840548,0.0716747613293126,-0.3135813803136305
S17,107,92,P036,1057,P037,0.0806931826857012,0.05233659132559557,0.3639897326148142,-0.3593024399249526
S17,108,42,P036,1006,P037,0.0767997557065424,0.030039706780696375,0.3257639286774794,-0.3967787182948887
S17,109,81,P036,594,P037,0.0453469730513779,0.07965791081246179,0.0169593949092059,-0.3675472211663385
S17,110,90,P036,109,P037,0.0083212458966333,0.08084911423335367,-0.3465605052791743,-0.36080149105975
S17,111,48,P036,2,P037,0.0001526834109474,0.011339340256566872,-0.4267597409908376,-0.3922815648904963
S17,112,0,P036,0,P037,0.0,0.029604459376908948,-0.428258792125635,-0.428258792125635
S17,113,5,P036,10,P037,0.000763417054737,0.07871105681124005,-0.4207635364516478,-0.4245111642886414
S17,114,17,P036,12,P037,0.0009161004656844,0.10403940134392178,-0.4192644853168504,-0.4155168574798568
S17,115,2,P036,0,P037,0.0,0.07147220525351251,-0.428258792125635,-0.4267597409908376
S17,116,0,P036,0,P037,0.0,0.03654551007941354,-0.428258792125635,-0.428258792125635
S17,117,0,P036,3,P037,0.0002290251164211,0.011209529627367109,-0.4260102154234388,-0.428258792125635
S17,118,0,P036,0,P037,0.0,0.01656230910201586,-0.428258792125635,-0.428258792125635
S17,119,0,P036,0,P037,0.0,0.1407147220525351,-0.428258792125635,-0.428258792125635
S17,120,0,P036,0,P037,0.0,0.12722205253512522,-0.428258792125635,-0.428258792125635
S17,121,17,P036,0,P037,0.0,0.027848197923029904,-0.428258792125635,-0.4155168574798568
S17,122,0,P036,0,P037,0.0,0.09633475870494806,-0.428258792125635,-0.428258792125635
S17,123,0,P036,0,P037,0.0,0.016531765424557098,-0.428258792125635,-0.428258792125635
S17,124,0,P036,0,P037,0.0,0.027810018326206425,-0.428258792125635,-0.428258792125635
S17,125,0,P036,0,P037,0.0,0.01454642638973729,-0.428258792125635,-0.428258792125635
S17,126,0,P036,0,P037,0.0,0.01324832009773974,-0.428258792125635,-0.428258792125635
S17,127,0,P036,0,P037,0.0,0.03165088576664625,-0.428258792125635,-0.428258792125635
S17,128,0,P036,0,P037,0.0,0.18352168601099572,-0.428258792125635,-0.428258792125635
S17,129,0,P036,0,P037,0.0,0.09528863775198532,-0.428258792125635,-0.428258792125635
S17,130,0,P036,0,P037,0.0,0.1532147220525351,-0.428258792125635,-0.428258792125635
S17,131,0,P036,0,P037,0.0,0.006345448992058631,-0.428258792125635,-0.428258792125635
S17,132,0,P036,0,P037,0.0,0.0759773976786805,-0.428258792125635,-0.428258792125635
S17,133,0,P036,0,P037,0.0,0.14364691508857666,-0.428258792125635,-0.428258792125635
S17,134,0,P036,0,P037,0.0,0.009407452657299921,-0.428258792125635,-0.428258792125635
S17,135,0,P036,0,P037,0.0,0.0176084300549786,-0.428258792125635,-0.428258792125635
S17,136,0,P036,0,P037,0.0,0.030780390959071452,-0.428258792125635,-0.428258792125635
S17,137,0,P036,0,P037,0.0,0.020006108735491728,-0.428258792125635,-0.428258792125635
S17,138,0,P036,0,P037,0.0,0.05232131948686619,-0.428258792125635,-0.428258792125635
S17,139,0,P036,0,P037,0.0,0.024862553451435516,-0.428258792125635,-0.428258792125635
S17,140,0,P036,0,P037,0.0,0.01801313378130725,-0.428258792125635,-0.428258792125635
S17,141,0,P036,0,P037,0.0,0.04525045815516186,-0.428258792125635,-0.428258792125635
S17,142,0,P036,0,P037,0.0,0.07061698228466703,-0.428258792125635,-0.428258792125635
S17,143,0,P036,0,P037,0.0,0.01105681124007328,-0.428258792125635,-0.428258792125635
S17,144,0,P036,0,P037,0.0,0.14031001832620646,-0.428258792125635,-0.428258792125635
S17,145,0,P036,0,P037,0.0,0.05064905314599875,-0.428258792125635,-0.428258792125635
S17,146,0,P036,0,P037,0.0,0.030390959071472178,-0.428258792125635,-0.428258792125635
S17,147,0,P036,0,P037,0.0,0.06321777642028097,-0.428258792125635,-0.428258792125635
S17,148,0,P036,0,P037,0.0,0.00683414783139886,-0.428258792125635,-0.428258792125635
S17,149,0,P036,0,P037,0.0,0.02109804520464261,-0.428258792125635,-0.428258792125635
S17,150,0,P036,0,P037,0.0,0.047846670739156986,-0.428258792125635,-0.428258792125635
S17,151,0,P036,0,P037,0.0,0.08578191814294439,-0.428258792125635,-0.428258792125635
S17,152,0,P036,0,P037,0.0,0.05017562614538788,-0.428258792125635,-0.428258792125635
S17,153,0,P036,0,P037,0.0,0.07052535125229076,-0.428258792125635,-0.428258792125635
S17,154,0,P036,0,P037,0.0,0.04996182040317651,-0.428258792125635,-0.428258792125635
S17,155,0,P036,0,P037,0.0,0.05031307269395231,-0.428258792125635,-0.428258792125635
S17,156,0,P036,0,P037,0.0,0.043456017104459344,-0.428258792125635,-0.428258792125635
S17,157,0,P036,0,P037,0.0,0.05003054367745874,-0.428258792125635,-0.428258792125635
S17,158,0,P036,0,P037,0.0,0.03517104459376903,-0.428258792125635,-0.428258792125635
S17,159,0,P036,0,P037,0.0,0.06070555894929747,-0.428258792125635,-0.428258792125635
S17,160,0,P036,0,P037,0.0,0.03400274893097125,-0.428258792125635,-0.428258792125635
S17,161,0,P036,0,P037,0.0,0.042318265119120305,-0.428258792125635,-0.428258792125635
S17,162,0,P036,0,P037,0.0,0.03389584605986557,-0.428258792125635,-0.428258792125635
S17,163,0,P036,0,P037,0.0,0.09256261453879044,-0.428258792125635,-0.428258792125635
